City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,buchanan,5.8808,-10.0467,26.14,87,97,2.76,LR,1679951690
368,houston,29.7633,-95.3633,26.3,80,100,3.6,US,1679951687
369,naze,28.3667,129.4833,15.46,65,100,4.26,JP,1679951690
370,prado,-17.3411,-39.2208,25.64,77,5,3.47,BR,1679951691
371,osmena,10.5208,119.9258,26.92,80,100,8.19,PH,1679951691
372,touros,-5.1989,-35.4608,25.9,82,54,4.69,BR,1679951691
373,kyenjojo,0.6328,30.6214,16.27,97,66,0.67,UG,1679951691
374,asyut,27.181,31.1837,20.7,16,0,2.77,EG,1679951692
375,termiz,37.2242,67.2783,16.05,55,0,3.09,UZ,1679951692
376,lompoc,34.6391,-120.4579,19.08,32,75,3.13,US,1679951583
377,chegem,43.2833,43.1333,-4.44,67,28,3.19,RU,1679951692
378,jiwani,25.05,61.7417,23.9,80,3,4.77,PK,1679951692
379,borovskoy,53.8,64.15,3.69,82,97,6.21,KZ,1679951692
380,bathsheba,13.2167,-59.5167,28.34,61,40,9.26,BB,1679951693
381,tessalit,20.1986,1.0114,27.32,7,33,6.44,ML,1679951693
382,nichinan,31.6,131.3667,12.33,78,100,3.35,JP,1679951693
383,port augusta,-32.5,137.7667,18.15,88,35,1.91,AU,1679951693
384,krzeszowice,50.1425,19.6322,1.56,60,0,3.6,PL,1679951694
385,pangoa,-12.1167,-73.0,25.13,67,83,0.28,PE,1679951694
386,yerbogachen,61.2767,108.0108,-0.23,89,100,6.61,RU,1679951694
387,karratha,-20.7377,116.8463,28.09,74,89,3.46,AU,1679951694
388,havre-saint-pierre,50.2334,-63.5986,0.26,82,100,3.91,CA,1679951694
389,kochki,54.3358,80.4806,0.88,99,100,2.73,RU,1679951695
390,skjervoy,70.0311,20.9714,-8.0,65,45,3.93,NO,1679951695
391,gat,31.61,34.7642,16.89,100,0,1.61,IL,1679951695
392,mount gambier,-37.8333,140.7667,11.79,88,78,1.6,AU,1679951695
393,aguas belas,-9.1114,-37.1231,27.36,44,3,6.15,BR,1679951696
394,yinchuan,38.4681,106.2731,9.93,12,100,0.19,CN,1679951696
395,san fernando,15.0286,120.6898,22.82,83,24,1.78,PH,1679951406
396,la ronge,55.1001,-105.2842,-11.51,72,100,3.59,CA,1679951696
397,vila franca do campo,37.7167,-25.4333,16.23,90,26,5.84,PT,1679951696
398,rehoboth,-23.3167,17.0833,21.04,22,66,1.87,NA,1679951697
399,salinopolis,-0.6136,-47.3561,26.17,83,81,2.81,BR,1679951697
400,arona,28.0996,-16.681,22.07,67,0,1.54,ES,1679951400
401,elko,41.0002,-115.5012,1.01,64,96,1.1,US,1679951697
402,mbini,1.574,9.6134,26.7,82,100,1.56,GQ,1679951697
403,saldanha,-33.0117,17.9442,18.4,60,2,5.72,ZA,1679951698
404,koungou,-12.7336,45.2042,26.84,94,0,2.06,YT,1679951698
405,arys,42.4252,68.795,13.32,43,0,3.1,KZ,1679951698
406,banjar,-8.19,114.9675,24.7,88,98,1.69,ID,1679951698
407,dongfeng,42.6403,125.5118,-0.42,61,2,2.62,CN,1679951699
408,shuangcheng,45.35,126.2833,0.11,41,0,1.56,CN,1679951699
409,chifeng,42.2683,118.9636,3.25,27,100,2.61,CN,1679951699
410,clinton,42.587,-82.9199,8.47,76,75,4.63,US,1679951498
411,svencionys,55.15,26.1667,-0.21,81,100,3.8,LT,1679951699
412,mujiayingzi,42.1167,118.7833,3.04,27,96,2.58,CN,1679951700
413,viedma,-40.8135,-62.9967,31.89,26,0,9.83,AR,1679951700
414,qingdao,36.0986,120.3719,8.33,40,0,0.69,CN,1679951678
415,bowmore,34.9421,-79.3031,24.84,68,20,7.2,US,1679951700
416,ngunguru,-35.6167,174.5,17.62,77,66,1.47,NZ,1679951701
417,verkhoyansk,67.5447,133.385,-11.23,90,100,1.4,RU,1679951701
418,moroto,2.5345,34.6666,21.22,71,100,2.77,UG,1679951701
419,robertsport,6.7533,-11.3686,26.71,84,100,3.69,LR,1679951701
420,olafsvik,64.8945,-23.7142,-1.55,69,20,5.98,IS,1679951702
421,basoko,1.2391,23.616,22.6,91,97,1.57,CD,1679951702
422,udachnyy,66.4167,112.4,-25.89,100,37,2.29,RU,1679951703
423,banda aceh,5.5577,95.3222,26.04,85,84,3.59,ID,1679951703
424,porto velho,-8.7619,-63.9039,29.03,74,40,1.03,BR,1679951704
425,erdenet,49.0333,104.0833,-2.72,59,63,1.98,MN,1679951704
426,pietarsaari,63.65,22.6833,-5.56,69,100,0.45,FI,1679951704
427,rabo de peixe,37.8,-25.5833,15.73,88,20,6.69,PT,1679951705
428,gravelbourg,49.8834,-106.5512,-6.58,85,100,2.28,CA,1679951705
429,paragominas,-2.9667,-47.4833,24.04,96,98,1.32,BR,1679951706
430,yambio,4.5721,28.3955,22.08,80,92,1.31,SS,1679951706
431,akmene,56.25,22.75,-2.13,64,78,3.91,LT,1679951706
432,montepuez,-13.1256,38.9997,20.93,98,100,2.28,MZ,1679951707
433,vereeniging,-26.6731,27.9261,18.03,62,91,4.85,ZA,1679951707
434,mayo,38.8876,-76.5119,17.04,74,100,0.89,US,1679951707
435,acapulco,16.8634,-99.8901,29.9,51,0,4.12,MX,1679951683
436,maroantsetra,-15.4333,49.7333,25.19,88,76,0.66,MG,1679951707
437,ilulissat,69.2167,-51.1,-10.99,79,20,3.09,GL,1679951708
438,karwar,14.8,74.1333,22.28,77,58,3.79,IN,1679951709
439,melfort,52.8667,-104.6177,-12.13,76,100,3.53,CA,1679951701
440,boende,-0.2167,20.8667,22.08,97,100,1.65,CD,1679951709
441,namibe,-15.1961,12.1522,24.08,84,100,2.11,AO,1679951710
442,lethem,3.3803,-59.7968,35.06,31,88,5.28,GY,1679951710
443,myszkow,50.5752,19.3246,0.34,79,94,4.95,PL,1679951710
444,cayenne,4.9333,-52.3333,26.02,78,75,3.6,GF,1679951560
445,surdulica,42.6906,22.1708,5.34,97,100,4.05,RS,1679951711
446,hobyo,5.3505,48.5268,28.17,74,54,6.04,SO,1679951711
447,santa isabel do rio negro,-0.4139,-65.0192,26.3,94,100,0.81,BR,1679951501
448,chandbali,20.7833,86.7667,24.48,94,2,3.02,IN,1679951712
449,bengkulu,-3.8004,102.2655,24.55,87,99,1.65,ID,1679951712
450,kulachi,31.9286,70.4592,22.44,41,100,1.15,PK,1679951712
451,kokstad,-30.5472,29.4241,8.81,91,57,1.71,ZA,1679951712
452,mao,39.8885,4.2658,13.31,67,75,3.09,ES,1679951713
453,sabzevar,36.2126,57.6819,14.07,71,98,0.71,IR,1679951713
454,burgos,42.3394,-3.7079,7.23,53,0,1.54,ES,1679951713
455,lixourion,38.2019,20.4314,13.32,78,33,10.9,GR,1679951713
456,port moresby,-9.4431,147.1797,24.67,86,61,1.55,PG,1679951714
457,palana,59.1167,159.9667,-10.53,85,100,2.59,RU,1679951714
458,lipin bor,60.2622,37.9763,-1.8,96,100,4.64,RU,1679951714
459,popondetta,-8.7537,148.2534,24.29,85,37,1.0,PG,1679951714
460,moron,-34.6534,-58.6198,25.52,50,0,3.58,AR,1679951643
461,skibbereen,51.55,-9.2667,8.95,92,100,9.46,IE,1679951716
462,churapcha,62.0025,132.4325,-5.46,85,99,7.25,RU,1679951716
463,progreso,21.2833,-89.6667,36.17,48,3,6.87,MX,1679951716
464,muskogee,35.5834,-95.3336,19.64,34,0,4.63,US,1679951716
465,plettenberg bay,-34.0527,23.3716,16.3,64,57,2.94,ZA,1679951716
466,kampene,-3.6,26.6667,18.61,99,98,0.9,CD,1679951717
467,alofi,-19.0595,-169.9187,27.94,78,75,3.09,NU,1679951717
468,vostok,46.4856,135.8833,-6.82,80,9,2.45,RU,1679951717
469,half moon bay,37.4636,-122.4286,19.43,49,20,2.57,US,1679951718
470,iquique,-20.2208,-70.1431,26.02,75,59,1.92,CL,1679951639
471,verkhnevilyuysk,63.4453,120.3167,0.55,98,100,5.24,RU,1679951718
472,coquimbo,-29.9533,-71.3436,18.85,77,75,5.14,CL,1679951718
473,adrasmon,40.6472,69.9856,10.22,30,5,2.77,TJ,1679951718
474,togur,58.3631,82.8265,1.14,99,100,1.4,RU,1679951718
475,broome,42.2506,-75.833,9.23,77,100,2.68,US,1679951718
476,port blair,11.6667,92.75,26.09,76,100,2.38,IN,1679951719
477,hualmay,-11.0964,-77.6139,25.11,74,96,4.1,PE,1679951719
478,kaeo,-35.1,173.7833,18.51,92,83,1.11,NZ,1679951719
479,pec,42.6591,20.2883,5.37,88,100,3.85,XK,1679951720
480,dunedin,-45.8742,170.5036,6.56,82,99,5.81,NZ,1679951720
481,arlit,18.7369,7.3853,25.22,10,0,4.54,NE,1679951720
482,sola,-13.8833,167.55,27.99,75,94,2.98,VU,1679951720
483,deer lake,49.1667,-57.4316,1.43,97,100,1.57,CA,1679951720
484,abu dhabi,24.4667,54.3667,27.75,56,0,2.57,AE,1679951430
485,gangapur,26.4833,76.7167,22.09,35,19,3.79,IN,1679951720
486,volsk,52.0333,47.3833,10.2,86,100,2.01,RU,1679951721
487,mehamn,71.0357,27.8492,-4.03,68,40,3.6,NO,1679951721
488,parrita,9.5201,-84.3225,30.7,65,19,2.63,CR,1679951721
489,anda,46.4,125.3167,-0.19,45,0,2.27,CN,1679951721
490,xining,36.6167,101.7667,2.05,64,100,1.65,CN,1679951560
491,belle fourche,44.6714,-103.8522,1.29,65,100,4.11,US,1679951722
492,rio gallegos,-51.6226,-69.2181,6.13,69,100,12.77,AR,1679951722
493,tongliao,43.6125,122.2653,1.13,34,71,1.71,CN,1679951722
494,burns lake,54.2331,-125.7533,2.84,68,41,0.87,CA,1679951722
495,pathein,16.7833,94.7333,22.92,87,3,3.32,MM,1679951722
496,roccastrada,43.0099,11.1665,12.17,67,1,1.59,IT,1679951722
497,guaraniacu,-25.1008,-52.8781,22.0,74,1,0.55,BR,1679951566
498,sawtell,-30.3833,153.1,20.01,88,100,3.09,AU,1679951600
499,kem,64.9555,34.5793,-13.11,99,78,2.72,RU,1679951723
500,taltal,-25.4,-70.4833,21.67,77,29,3.2,CL,1679951723
501,hambantota,6.1241,81.1185,26.0,80,51,1.79,LK,1679951723
502,wroclaw,51.1,17.0333,2.81,78,0,5.66,PL,1679951520
503,magadan,59.5667,150.8,-15.16,96,69,2.21,RU,1679951560
504,garmsar,35.2182,52.3409,15.1,61,79,0.39,IR,1679951725
505,urengoy,65.9667,78.3667,-28.2,100,7,2.14,RU,1679951725
506,morwa,22.9,73.8333,23.88,27,0,2.03,IN,1679951725
507,rameswaram,9.2833,79.3,28.29,77,23,4.95,IN,1679951725
508,port shepstone,-30.7414,30.455,19.23,59,98,0.31,ZA,1679951725
509,doha,25.2867,51.5333,23.99,62,0,4.63,QA,1679951726
510,talnakh,69.4865,88.3972,-28.22,99,99,3.41,RU,1679951726
511,upington,-28.4478,21.2561,21.86,20,0,2.98,ZA,1679951726
512,ouro branco,-20.5208,-43.6919,19.76,89,63,1.2,BR,1679951727
513,sinop,41.7711,34.8709,10.85,50,94,4.88,TR,1679951727
514,san pedro,14.35,121.0167,25.75,79,75,2.97,PH,1679951727
515,tobane,-21.95,27.9,17.32,80,100,6.74,BW,1679951502
516,sungaipenuh,-2.0833,101.3833,19.37,96,100,0.47,ID,1679951728
517,opunake,-39.4556,173.8583,17.14,73,100,6.24,NZ,1679951728
518,charyshskoye,51.3978,83.5598,1.48,90,33,1.21,RU,1679951729
519,tacuarembo,-31.7333,-55.9833,23.76,41,0,3.06,UY,1679951729
520,rundu,-17.9333,19.7667,18.77,95,99,4.08,NA,1679951730
521,misratah,32.3754,15.0925,17.88,67,2,5.16,LY,1679951731
522,pastavy,55.1168,26.8326,0.99,78,100,2.84,BY,1679951731
523,saint-louis,16.3333,-15.0,31.34,7,1,4.22,SN,1679951731
524,antsohihy,-14.8796,47.9875,23.41,96,100,0.78,MG,1679951731
525,aklavik,68.2191,-135.0107,2.86,84,100,4.21,CA,1679951732
526,moundou,8.5667,16.0833,30.21,17,98,2.16,TD,1679951724
527,synya,65.3718,58.0387,-11.19,95,100,3.97,RU,1679951732
528,sacel,47.6333,24.4333,5.26,96,100,0.61,RO,1679951732
529,atambua,-9.1061,124.8925,22.21,89,100,1.72,ID,1679951681
530,atbasar,51.8,68.3333,-1.97,93,12,2.3,KZ,1679951732
531,hurricane,37.1753,-113.2899,11.39,17,4,1.29,US,1679951578
532,ambon,-3.6954,128.1814,24.08,94,40,2.06,ID,1679951733
533,grand gaube,-20.0064,57.6608,24.1,80,5,0.89,MU,1679951733
534,le vauclin,14.5452,-60.8388,27.03,61,40,8.23,MQ,1679951664
535,ladario,-19.0047,-57.6017,31.16,70,20,3.6,BR,1679951733
536,arman,59.7,150.1667,-16.5,95,49,2.99,RU,1679951734
537,faya,18.3851,42.4509,13.29,84,74,3.0,SA,1679951734
538,mocuba,-16.8392,36.9856,21.09,99,65,1.6,MZ,1679951734
539,brownwood,31.7093,-98.9912,20.0,42,100,4.63,US,1679951483
540,roquetas de mar,36.7642,-2.6148,17.01,59,73,3.19,ES,1679951734
541,harnosand,62.6323,17.9379,-4.0,78,100,8.25,SE,1679951735
542,chapais,49.7834,-74.8492,-3.12,85,100,4.05,CA,1679951735
543,horki,54.2861,30.9842,3.55,79,99,3.56,BY,1679951735
544,malacacheta,-17.8422,-42.0767,25.4,58,63,2.57,BR,1679951660
545,burirao,9.2,118.1,23.83,84,95,0.47,PH,1679951735
546,laguna,38.421,-121.4238,17.38,37,0,4.12,US,1679951736
547,santa marta,11.2408,-74.199,30.5,59,13,12.07,CO,1679951504
548,durant,33.994,-96.3708,22.09,29,40,1.54,US,1679951513
549,dhari,21.3333,71.0167,22.77,64,1,4.05,IN,1679951736
550,hun,29.1268,15.9477,23.87,14,0,3.06,LY,1679951736
551,penzance,50.1186,-5.5371,9.38,86,100,7.23,GB,1679951736
552,knysna,-34.0363,23.0471,16.42,57,59,2.55,ZA,1679951736
553,harper,4.375,-7.7169,26.39,87,63,3.43,LR,1679951737
554,tilichiki,60.4667,166.1,-13.14,93,100,4.24,RU,1679951737
555,komsomolsk-na-amure,50.552,137.0152,-8.07,98,99,0.91,RU,1679951737
556,sao paulo de olivenca,-3.3783,-68.8725,27.12,76,98,1.13,BR,1679951738
557,bogalusa,30.791,-89.8487,27.78,71,90,1.12,US,1679951738
558,labytnangi,66.6572,66.4183,-24.4,99,31,2.63,RU,1679951738
559,kuusamo,65.9667,29.1833,-12.98,72,0,1.54,FI,1679951738
560,kijang,35.2442,129.2139,9.51,51,0,1.44,KR,1679951738
561,rexburg,43.826,-111.7897,0.24,61,75,3.6,US,1679951739
562,evensk,61.95,159.2333,-16.06,93,90,3.54,RU,1679951739
563,barentu,15.1139,37.5928,23.96,25,100,1.9,ER,1679951739
564,saint-augustin,51.226,-58.6502,2.43,75,100,3.9,CA,1679951740
565,nedumangad,8.6,77.0,28.6,74,20,2.57,IN,1679951740
566,iskateley,67.6803,53.1512,-20.6,100,87,1.72,RU,1679951740
567,byron bay,-28.65,153.6167,21.51,84,100,1.06,AU,1679951741
568,caucaia,-3.7361,-38.6531,26.97,78,75,3.6,BR,1679951717
569,parlakimidi,18.7667,84.0833,26.23,86,78,1.24,IN,1679951741
570,sakakah,29.9697,40.2064,16.88,32,0,4.29,SA,1679951741
571,hervey bay,-25.2986,152.8535,24.63,73,77,1.78,AU,1679951578
572,prince rupert,54.3161,-130.3201,8.91,54,0,1.83,CA,1679951596
573,vanimo,-2.6741,141.3028,24.87,89,100,2.05,PG,1679951742
574,virginia beach,36.8529,-75.978,24.47,69,75,6.17,US,1679951447
575,topchikha,52.8192,83.1185,1.2,96,100,2.76,RU,1679951742
576,inirida,3.8653,-67.9239,27.98,74,80,1.29,CO,1679951742
577,saint-andre-avellin,45.7168,-75.066,6.65,90,100,2.58,CA,1679951742
578,gao,16.6362,1.637,27.3,9,1,6.62,ML,1679951743
579,taunggyi,20.7833,97.0333,15.42,49,0,1.66,MM,1679951743
